<TICKER>,x,<CLOSE>,<OPENINT>,<COl12>,Date
????_??6,20090805,9904.4,9861.1,Overall Index,8/4/2009
????_??6,20090808,9999,9904.4,Overall Index,8/5/2009
????_??6,20090809,10044,9999,Overall Index,8/8/2009
????_??6,20090810,10114.2,10044,Overall Index,8/9/2009
????_??6,20090811,10139.4,10114.2,Overall Index,8/10/2009
????_??6,20090812,10194,10139.4,Overall Index,8/11/2009
????_??6,20090815,10250.8,10194,Overall Index,8/12/2009
????_??6,20090816,10333.2,10250.8,Overall Index,8/15/2009
????_??6,20090817,10405.4,10333.2,Overall Index,8/16/2009
????_??6,20090818,10442.5,10405.4,Overall Index,8/17/2009
????_??6,20090819,10472.4,10442.5,Overall Index,8/18/2009
????_??6,20090822,10555.4,10472.4,Overall Index,8/19/2009
????_??6,20090823,10612.2,10555.4,Overall Index,8/22/2009
????_??6,20090824,10686.1,10612.2,Overall Index,8/23/2009
????_??6,20090825,10983.6,10686.1,Overall Index,8/24/2009
????_??6,20090826,11576.9,10983.6,Overall Index,8/25/2009
????_??6,20090829,11734.4,11576.9,Overall Index,8/26/2009
????_??6,20090830,11693.5,11734.4,Overall Index,8/29/2009
????_??6,20090831,11688.3,11693.5,Overall Index,8/30/2009
????_??6,20090901,11741,11688.3,Overall Index,8/31/2009
????_??6,20090902,11747.2,11741,Overall Index,9/1/2009
????_??6,20090905,11678.5,11747.2,Overall Index,9/2/2009
????_??6,20090906,11634.5,11678.5,Overall Index,9/5/2009
????_??6,20090907,11589.7,11634.5,Overall Index,9/6/2009
????_??6,20090908,11639,11589.7,Overall Index,9/7/2009
????_??6,20090909,11696.5,11639,Overall Index,9/8/2009
????_??6,20090913,11638.4,11696.5,Overall Index,9/9/2009
????_??6,20090914,11598.7,11638.4,Overall Index,9/13/2009
????_??6,20090915,11523.6,11598.7,Overall Index,9/14/2009
????_??6,20090916,11461.1,11523.6,Overall Index,9/15/2009
????_??6,20090919,11437,11461.1,Overall Index,9/16/2009
????_??6,20090921,11451.8,11437,Overall Index,9/19/2009
????_??6,20090922,11479.8,11451.8,Overall Index,9/21/2009
????_??6,20090923,11583,11479.8,Overall Index,9/22/2009
????_??6,20090926,11620.4,11583,Overall Index,9/23/2009
????_??6,20090927,11588.2,11620.4,Overall Index,9/26/2009
????_??6,20090928,11559.1,11588.2,Overall Index,9/27/2009
????_??6,20090929,11555,11559.1,Overall Index,9/28/2009
????_??6,20090930,11535.8,11555,Overall Index,9/29/2009
????_??6,20091003,11657.3,11535.8,Overall Index,9/30/2009
????_??6,20091004,11717.3,11657.3,Overall Index,10/3/2009
????_??6,20091005,11738.2,11717.3,Overall Index,10/4/2009
????_??6,20091006,11792.8,11738.2,Overall Index,10/5/2009
????_??6,20091007,11891.1,11792.8,Overall Index,10/6/2009
????_??6,20091010,11957.9,11891.1,Overall Index,10/7/2009
????_??6,20091011,11925.4,11957.9,Overall Index,10/10/2009
????_??6,20091012,11912.3,11925.4,Overall Index,10/11/2009
????_??6,20091013,11918.3,11912.3,Overall Index,10/12/2009
????_??6,20091017,11917.8,11918.3,Overall Index,10/13/2009
????_??6,20091018,11914.1,11917.8,Overall Index,10/17/2009
????_??6,20091019,11976.4,11914.1,Overall Index,10/18/2009
????_??6,20091020,12077.3,11976.4,Overall Index,10/19/2009
????_??6,20091021,12176.3,12077.3,Overall Index,10/20/2009
????_??6,20091024,12242.8,12176.3,Overall Index,10/21/2009
????_??6,20091025,12325.8,12242.8,Overall Index,10/24/2009
????_??6,20091026,12342.6,12325.8,Overall Index,10/25/2009
????_??6,20091027,12345.1,12342.6,Overall Index,10/26/2009
????_??6,20091028,12408.4,12345.1,Overall Index,10/27/2009
????_??6,20091031,12482.4,12408.4,Overall Index,10/28/2009
????_??6,20091101,12545,12482.4,Overall Index,10/31/2009
????_??6,20091102,12529.5,12545,Overall Index,11/1/2009
????_??6,20091103,12483.6,12529.5,Overall Index,11/2/2009
????_??6,20091104,12506,12483.6,Overall Index,11/3/2009
????_??6,20091107,12576.9,12506,Overall Index,11/4/2009
????_??6,20091108,12565.9,12576.9,Overall Index,11/7/2009
????_??6,20091109,12581.5,12565.9,Overall Index,11/8/2009
????_??6,20091110,12426.1,12581.5,Overall Index,11/9/2009
????_??6,20091111,12381.4,12426.1,Overall Index,11/10/2009
????_??6,20091114,12403.1,12381.4,Overall Index,11/11/2009
????_??6,20091115,12361.7,12403.1,Overall Index,11/14/2009
????_??6,20091116,12325.4,12361.7,Overall Index,11/15/2009
????_??6,20091117,12241.9,12325.4,Overall Index,11/16/2009
????_??6,20091118,12176.4,12241.9,Overall Index,11/17/2009
????_??6,20091121,12086.7,12176.4,Overall Index,11/18/2009
????_??6,20091122,12003,12086.7,Overall Index,11/21/2009
????_??6,20091123,11996.3,12003,Overall Index,11/22/2009
????_??6,20091124,12072.6,11996.3,Overall Index,11/23/2009
????_??6,20091125,12113.4,12072.6,Overall Index,11/24/2009
????_??6,20091129,12027.6,12113.4,Overall Index,11/25/2009
????_??6,20091130,11964.9,12027.6,Overall Index,11/29/2009
????_??6,20091201,11928.9,11964.9,Overall Index,11/30/2009
????_??6,20091202,11914.6,11928.9,Overall Index,12/1/2009
????_??6,20091205,11905,11914.6,Overall Index,12/2/2009
????_??6,20091207,11944.5,11905,Overall Index,12/5/2009
????_??6,20091208,11909.6,11944.5,Overall Index,12/7/2009
????_??6,20091209,11836.3,11909.6,Overall Index,12/8/2009
????_??6,20091212,11753.1,11836.3,Overall Index,12/9/2009
????_??6,20091213,11677.4,11753.1,Overall Index,12/12/2009
????_??6,20091214,11629.1,11677.4,Overall Index,12/13/2009
????_??6,20091215,11362.5,11629.1,Overall Index,12/14/2009
????_??6,20091216,11265.3,11362.5,Overall Index,12/15/2009
????_??6,20091219,11209.6,11265.3,Overall Index,12/16/2009
????_??6,20091220,11255.7,11209.6,Overall Index,12/19/2009
????_??6,20091221,11274.9,11255.7,Overall Index,12/20/2009
????_??6,20091222,11234.6,11274.9,Overall Index,12/21/2009
????_??6,20091223,11221.3,11234.6,Overall Index,12/22/2009
????_??6,20091228,11196.9,11221.3,Overall Index,12/23/2009
????_??6,20091229,11178.5,11196.9,Overall Index,12/28/2009
????_??6,20091230,11207.5,11178.5,Overall Index,12/29/2009
????_??6,20100102,11295.2,11207.5,Overall Index,12/30/2009
????_??6,20100103,11351.1,11295.2,Overall Index,1/2/2010
????_??6,20100104,11305.1,11351.1,Overall Index,1/3/2010
????_??6,20100105,11307.4,11305.1,Overall Index,1/4/2010
????_??6,20100106,11375.4,11307.4,Overall Index,1/5/2010
????_??6,20100109,11449.6,11375.4,Overall Index,1/6/2010
????_??6,20100110,11592.3,11449.6,Overall Index,1/9/2010
????_??6,20100111,11656.8,11592.3,Overall Index,1/10/2010
????_??6,20100112,11646.2,11656.8,Overall Index,1/11/2010
????_??6,20100113,11599.9,11646.2,Overall Index,1/12/2010
????_??6,20100116,11614.9,11599.9,Overall Index,1/13/2010
????_??6,20100117,11620.7,11614.9,Overall Index,1/16/2010
????_??6,20100118,11584,11620.7,Overall Index,1/17/2010
????_??6,20100119,11569.2,11584,Overall Index,1/18/2010
????_??6,20100120,11569.2,11569.2,Overall Index,1/19/2010
????_??6,20100123,11617.8,11569.2,Overall Index,1/20/2010
????_??6,20100124,11684.9,11617.8,Overall Index,1/23/2010
????_??6,20100125,11705.1,11684.9,Overall Index,1/24/2010
????_??6,20100126,11752.5,11705.1,Overall Index,1/25/2010
????_??6,20100127,11802.9,11752.5,Overall Index,1/26/2010
????_??6,20100130,11750.1,11802.9,Overall Index,1/27/2010
????_??6,20100131,11724.7,11750.1,Overall Index,1/30/2010
????_??6,20100201,11709.6,11724.7,Overall Index,1/31/2010
????_??6,20100202,11721.3,11709.6,Overall Index,2/1/2010
????_??6,20100203,11751.7,11721.3,Overall Index,2/2/2010
????_??6,20100206,11715.5,11751.7,Overall Index,2/3/2010
????_??6,20100207,11686.3,11715.5,Overall Index,2/6/2010
????_??6,20100208,11666.8,11686.3,Overall Index,2/7/2010
????_??6,20100209,11660.7,11666.8,Overall Index,2/8/2010
????_??6,20100210,11694.1,11660.7,Overall Index,2/9/2010
????_??6,20100214,11760,11694.1,Overall Index,2/10/2010
????_??6,20100216,11789.7,11760,Overall Index,2/14/2010
????_??6,20100217,11774.2,11789.7,Overall Index,2/16/2010
????_??6,20100220,11819,11774.2,Overall Index,2/17/2010
????_??6,20100221,11929,11819,Overall Index,2/20/2010
????_??6,20100222,12008.6,11929,Overall Index,2/21/2010
????_??6,20100223,12010.2,12008.6,Overall Index,2/22/2010
????_??6,20100224,11993.2,12010.2,Overall Index,2/23/2010
????_??6,20100227,11963.5,11993.2,Overall Index,2/24/2010
????_??6,20100228,12009,11963.5,Overall Index,2/27/2010
????_??6,20100301,12048.9,12009,Overall Index,2/28/2010
????_??6,20100302,12111.1,12048.9,Overall Index,3/1/2010
????_??6,20100303,12133.4,12111.1,Overall Index,3/2/2010
????_??6,20100306,12221.3,12133.4,Overall Index,3/3/2010
????_??6,20100307,12248.9,12221.3,Overall Index,3/6/2010
????_??6,20100308,12307.2,12248.9,Overall Index,3/7/2010
????_??6,20100309,12429.1,12307.2,Overall Index,3/8/2010
????_??6,20100310,12446.8,12429.1,Overall Index,3/9/2010
????_??6,20100313,12440.5,12446.8,Overall Index,3/10/2010
????_??6,20100314,12549.1,12440.5,Overall Index,3/13/2010
????_??6,20100315,12533.6,12549.1,Overall Index,3/14/2010
????_??6,20100316,12499.7,12533.6,Overall Index,3/15/2010
????_??6,20100317,12536.7,12499.7,Overall Index,3/16/2010
????_??6,20100327,12613.9,12536.7,Overall Index,3/17/2010
????_??6,20100328,12732.1,12613.9,Overall Index,3/27/2010
????_??6,20100329,12823.9,12732.1,Overall Index,3/28/2010
????_??6,20100330,12867,12823.9,Overall Index,3/29/2010
????_??6,20100331,12945,12867,Overall Index,3/30/2010
????_??6,20100403,13135.7,12945,Overall Index,3/31/2010
????_??6,20100404,13320.1,13135.7,Overall Index,4/3/2010
????_??6,20100405,13317,13320.1,Overall Index,4/4/2010
????_??6,20100406,13476.5,13317,Overall Index,4/5/2010
????_??6,20100407,13681.2,13476.5,Overall Index,4/6/2010
????_??6,20100410,13754,13681.2,Overall Index,4/7/2010
????_??6,20100411,13802.6,13754,Overall Index,4/10/2010
????_??6,20100412,13832.8,13802.6,Overall Index,4/11/2010
????_??6,20100413,13904,13832.8,Overall Index,4/12/2010
????_??6,20100414,13903.4,13904,Overall Index,4/13/2010
????_??6,20100417,13815.7,13903.4,Overall Index,4/14/2010
????_??6,20100418,13935,13815.7,Overall Index,4/17/2010
????_??6,20100419,14138.3,13935,Overall Index,4/18/2010
????_??6,20100420,14185.7,14138.3,Overall Index,4/19/2010
????_??6,20100421,14129.2,14185.7,Overall Index,4/20/2010
????_??6,20100424,14079.9,14129.2,Overall Index,4/21/2010
????_??6,20100425,14053.3,14079.9,Overall Index,4/24/2010
????_??6,20100426,14129,14053.3,Overall Index,4/25/2010
????_??6,20100427,14139.4,14129,Overall Index,4/26/2010
????_??6,20100428,14012.5,14139.4,Overall Index,4/27/2010
????_??6,20100501,14136.7,14012.5,Overall Index,4/28/2010
????_??6,20100502,14085.9,14136.7,Overall Index,5/1/2010
????_??6,20100503,14012.6,14085.9,Overall Index,5/2/2010
????_??6,20100504,14036.7,14012.6,Overall Index,5/3/2010
????_??6,20100505,13944.8,14036.7,Overall Index,5/4/2010
????_??6,20100508,13920.5,13944.8,Overall Index,5/5/2010
????_??6,20100509,14014.3,13920.5,Overall Index,5/8/2010
????_??6,20100510,14099.5,14014.3,Overall Index,5/9/2010
????_??6,20100511,14131.7,14099.5,Overall Index,5/10/2010
????_??6,20100512,14105.3,14131.7,Overall Index,5/11/2010
????_??6,20100515,14096.1,14105.3,Overall Index,5/12/2010
????_??6,20100516,14138.8,14096.1,Overall Index,5/15/2010
????_??6,20100518,14156.7,14138.8,Overall Index,5/16/2010
????_??6,20100519,14155.6,14156.7,Overall Index,5/18/2010
????_??6,20100522,14117.2,14155.6,Overall Index,5/19/2010
????_??6,20100523,14080.5,14117.2,Overall Index,5/22/2010
????_??6,20100524,14115.5,14080.5,Overall Index,5/23/2010
????_??6,20100525,14184.3,14115.5,Overall Index,5/24/2010
????_??6,20100526,14153.8,14184.3,Overall Index,5/25/2010
????_??6,20100529,14119.9,14153.8,Overall Index,5/26/2010
????_??6,20100530,14087.6,14119.9,Overall Index,5/29/2010
????_??6,20100531,14038.3,14087.6,Overall Index,5/30/2010
????_??6,20100601,14109,14038.3,Overall Index,5/31/2010
????_??6,20100602,14182.4,14109,Overall Index,6/1/2010
????_??6,20100606,14164.7,14182.4,Overall Index,6/2/2010
????_??6,20100607,14135.3,14164.7,Overall Index,6/6/2010
????_??6,20100608,14148.8,14135.3,Overall Index,6/7/2010
????_??6,20100609,14055.1,14148.8,Overall Index,6/8/2010
????_??6,20100612,14114.9,14055.1,Overall Index,6/9/2010
????_??6,20100613,14180.3,14114.9,Overall Index,6/12/2010
????_??6,20100614,14288.5,14180.3,Overall Index,6/13/2010
????_??6,20100615,14394.2,14288.5,Overall Index,6/14/2010
????_??6,20100616,14372,14394.2,Overall Index,6/15/2010
????_??6,20100619,14340.6,14372,Overall Index,6/16/2010
????_??6,20100620,14280.9,14340.6,Overall Index,6/19/2010
????_??6,20100621,14257,14280.9,Overall Index,6/20/2010
????_??6,20100622,14350.6,14257,Overall Index,6/21/2010
????_??6,20100623,14489.4,14350.6,Overall Index,6/22/2010
????_??6,20100627,14503,14489.4,Overall Index,6/23/2010
????_??6,20100628,14500.9,14503,Overall Index,6/27/2010
????_??6,20100629,14545.3,14500.9,Overall Index,6/28/2010
????_??6,20100630,14552.3,14545.3,Overall Index,6/29/2010
????_??6,20100703,14561.1,14552.3,Overall Index,6/30/2010
????_??6,20100704,14504.2,14561.1,Overall Index,7/3/2010
????_??6,20100705,14553.2,14504.2,Overall Index,7/4/2010
????_??6,20100706,14571.6,14553.2,Overall Index,7/5/2010
????_??6,20100707,14718.8,14571.6,Overall Index,7/6/2010
????_??6,20100711,14883.4,14718.8,Overall Index,7/7/2010
????_??6,20100712,14981.5,14883.4,Overall Index,7/11/2010
????_??6,20100713,15005.9,14981.5,Overall Index,7/12/2010
????_??6,20100714,15080.4,15005.9,Overall Index,7/13/2010
????_??6,20100717,15118,15080.4,Overall Index,7/14/2010
????_??6,20100718,15189,15118,Overall Index,7/17/2010
????_??6,20100719,15244.8,15189,Overall Index,7/18/2010
????_??6,20100720,15344.6,15244.8,Overall Index,7/19/2010
????_??6,20100721,15360.7,15344.6,Overall Index,7/20/2010
????_??6,20100724,15455.4,15360.7,Overall Index,7/21/2010
????_??6,20100725,15660.9,15455.4,Overall Index,7/24/2010
????_??6,20100726,15746.5,15660.9,Overall Index,7/25/2010
????_??6,20100728,15794.1,15746.5,Overall Index,7/26/2010
????_??6,20100731,15840.5,15794.1,Overall Index,7/28/2010
????_??6,20100801,15870,15840.5,Overall Index,7/31/2010
????_??6,20100802,16078.1,15870,Overall Index,8/1/2010
????_??6,20100803,16281.7,16078.1,Overall Index,8/2/2010
????_??6,20100804,16317.9,16281.7,Overall Index,8/3/2010
????_??6,20100807,16606.1,16317.9,Overall Index,8/4/2010
????_??6,20100808,16625.9,16606.1,Overall Index,8/7/2010
????_??6,20100809,16674.4,16625.9,Overall Index,8/8/2010
????_??6,20100810,16841.4,16674.4,Overall Index,8/9/2010
????_??6,20100811,16995.1,16841.4,Overall Index,8/10/2010
????_??6,20100814,16864.6,16995.1,Overall Index,8/11/2010
????_??6,20100815,16701.1,16864.6,Overall Index,8/14/2010
????_??6,20100816,16766.9,16701.1,Overall Index,8/15/2010
????_??6,20100817,16910.8,16766.9,Overall Index,8/16/2010
????_??6,20100818,17009.6,16910.8,Overall Index,8/17/2010
????_??6,20100821,16974.6,17009.6,Overall Index,8/18/2010
????_??6,20100822,16957.6,16974.6,Overall Index,8/21/2010
????_??6,20100823,17116.7,16957.6,Overall Index,8/22/2010
????_??6,20100824,17152.7,17116.7,Overall Index,8/23/2010
????_??6,20100825,17233.1,17152.7,Overall Index,8/24/2010
????_??6,20100828,17401,17233.1,Overall Index,8/25/2010
????_??6,20100829,17767.8,17401,Overall Index,8/28/2010
????_??6,20100830,17938,17767.8,Overall Index,8/29/2010
????_??6,20100831,17955.7,17938,Overall Index,8/30/2010
????_??6,20100904,18315.8,17955.7,Overall Index,8/31/2010
????_??6,20100905,18636.1,18315.8,Overall Index,9/4/2010
????_??6,20100906,18648.2,18636.1,Overall Index,9/5/2010
????_??6,20100907,18458.9,18648.2,Overall Index,9/6/2010
????_??6,20100908,18429.6,18458.9,Overall Index,9/7/2010
????_??6,20100912,18533.4,18429.6,Overall Index,9/8/2010
????_??6,20100913,18533.7,18533.4,Overall Index,9/12/2010
????_??6,20100914,18543.1,18533.7,Overall Index,9/13/2010
????_??6,20100915,18555.7,18543.1,Overall Index,9/14/2010
????_??6,20100918,18657.7,18555.7,Overall Index,9/15/2010
????_??6,20100919,18487.6,18657.7,Overall Index,9/18/2010
????_??6,20100920,18303.3,18487.6,Overall Index,9/19/2010
????_??6,20100921,18413,18303.3,Overall Index,9/20/2010
????_??6,20100922,18548.6,18413,Overall Index,9/21/2010
????_??6,20100925,18673.3,18548.6,Overall Index,9/22/2010
????_??6,20100926,18527.8,18673.3,Overall Index,9/25/2010
????_??6,20100927,18405.6,18527.8,Overall Index,9/26/2010
????_??6,20100928,18535.3,18405.6,Overall Index,9/27/2010
????_??6,20100929,18671.3,18535.3,Overall Index,9/28/2010
????_??6,20101002,18790.4,18671.3,Overall Index,9/29/2010
????_??6,20101003,18762.4,18790.4,Overall Index,10/2/2010
????_??6,20101005,18749.9,18762.4,Overall Index,10/3/2010
????_??6,20101006,18871.8,18749.9,Overall Index,10/5/2010
????_??6,20101009,18937.7,18871.8,Overall Index,10/6/2010
????_??6,20101010,18642,18937.7,Overall Index,10/9/2010
????_??6,20101011,18564,18642,Overall Index,10/10/2010
????_??6,20101012,18283,18564,Overall Index,10/11/2010
????_??6,20101013,17902.5,18283,Overall Index,10/12/2010
????_??6,20101016,17973.1,17902.5,Overall Index,10/13/2010
????_??6,20101017,18111.1,17973.1,Overall Index,10/16/2010
????_??6,20101018,18343.8,18111.1,Overall Index,10/17/2010
????_??6,20101019,18292.9,18343.8,Overall Index,10/18/2010
????_??6,20101020,18229.5,18292.9,Overall Index,10/19/2010
????_??6,20101023,18324.6,18229.5,Overall Index,10/20/2010
????_??6,20101024,18163.7,18324.6,Overall Index,10/23/2010
????_??6,20101025,18035.9,18163.7,Overall Index,10/24/2010
????_??6,20101026,18006.1,18035.9,Overall Index,10/25/2010
????_??6,20101027,17956.4,18006.1,Overall Index,10/26/2010
????_??6,20101030,18034.9,17956.4,Overall Index,10/27/2010
????_??6,20101031,18011,18034.9,Overall Index,10/30/2010
????_??6,20101101,17972.9,18011,Overall Index,10/31/2010
????_??6,20101102,17960.5,17972.9,Overall Index,11/1/2010
????_??6,20101103,17976.7,17960.5,Overall Index,11/2/2010
????_??6,20101106,18089.8,17976.7,Overall Index,11/3/2010
????_??6,20101107,18015.9,18089.8,Overall Index,11/6/2010
????_??6,20101108,17969.5,18015.9,Overall Index,11/7/2010
????_??6,20101109,18038.5,17969.5,Overall Index,11/8/2010
????_??6,20101110,18113.4,18038.5,Overall Index,11/9/2010
????_??6,20101113,18044.3,18113.4,Overall Index,11/10/2010
????_??6,20101114,18042.1,18044.3,Overall Index,11/13/2010
????_??6,20101115,18035.6,18042.1,Overall Index,11/14/2010
????_??6,20101116,18021,18035.6,Overall Index,11/15/2010
????_??6,20101120,18062.5,18021,Overall Index,11/16/2010
????_??6,20101121,18133.7,18062.5,Overall Index,11/20/2010
????_??6,20101122,18257.8,18133.7,Overall Index,11/21/2010
????_??6,20101123,18226.6,18257.8,Overall Index,11/22/2010
????_??6,20101124,18289.2,18226.6,Overall Index,11/23/2010
????_??6,20101127,18427.7,18289.2,Overall Index,11/24/2010
????_??6,20101128,18404.5,18427.7,Overall Index,11/27/2010
????_??6,20101129,18284.7,18404.5,Overall Index,11/28/2010
????_??6,20101130,18242.6,18284.7,Overall Index,11/29/2010
????_??6,20101201,18280,18242.6,Overall Index,11/30/2010
????_??6,20101204,18292.4,18280,Overall Index,12/1/2010
????_??6,20101205,18319.3,18292.4,Overall Index,12/4/2010
????_??6,20101206,18291.9,18319.3,Overall Index,12/5/2010
????_??6,20101207,18317.3,18291.9,Overall Index,12/6/2010
????_??6,20101208,18371.2,18317.3,Overall Index,12/7/2010
????_??6,20101211,18460.3,18371.2,Overall Index,12/8/2010
????_??6,20101212,18443.7,18460.3,Overall Index,12/11/2010
????_??6,20101213,18414.7,18443.7,Overall Index,12/12/2010
????_??6,20101214,18414.3,18414.7,Overall Index,12/13/2010
????_??6,20101218,18366.4,18414.3,Overall Index,12/14/2010
????_??6,20101219,18203.4,18366.4,Overall Index,12/18/2010
????_??6,20101220,18249.7,18203.4,Overall Index,12/19/2010
????_??6,20101221,18353.1,18249.7,Overall Index,12/20/2010
????_??6,20101222,18398.9,18353.1,Overall Index,12/21/2010
????_??6,20101225,18585.8,18398.9,Overall Index,12/22/2010
????_??6,20101226,18723.1,18585.8,Overall Index,12/25/2010
????_??6,20101227,18689,18723.1,Overall Index,12/26/2010
????_??6,20101228,18771.4,18689,Overall Index,12/27/2010
????_??6,20101229,18855.2,18771.4,Overall Index,12/28/2010
????_??6,20110101,18849.1,18855.2,Overall Index,12/29/2010
????_??6,20110102,18898.1,18849.1,Overall Index,1/1/2011
????_??6,20110103,19021,18898.1,Overall Index,1/2/2011
????_??6,20110104,19200.4,19021,Overall Index,1/3/2011
????_??6,20110105,19361.5,19200.4,Overall Index,1/4/2011
????_??6,20110108,19451.5,19361.5,Overall Index,1/5/2011
????_??6,20110109,19699.9,19451.5,Overall Index,1/8/2011
????_??6,20110110,19690.9,19699.9,Overall Index,1/9/2011
????_??6,20110111,19778.6,19690.9,Overall Index,1/10/2011
????_??6,20110112,19759.1,19778.6,Overall Index,1/11/2011
????_??6,20110115,19705.3,19759.1,Overall Index,1/12/2011
????_??6,20110116,19830.6,19705.3,Overall Index,1/15/2011
????_??6,20110117,19904.7,19830.6,Overall Index,1/16/2011
????_??6,20110118,19937.9,19904.7,Overall Index,1/17/2011
????_??6,20110119,20206.6,19937.9,Overall Index,1/18/2011
????_??6,20110122,20352.7,20206.6,Overall Index,1/19/2011
????_??6,20110123,20416,20352.7,Overall Index,1/22/2011
????_??6,20110124,20462.6,20416,Overall Index,1/23/2011
????_??6,20110126,20684.8,20462.6,Overall Index,1/24/2011
????_??6,20110129,20905.9,20684.8,Overall Index,1/26/2011
????_??6,20110130,20877.6,20905.9,Overall Index,1/29/2011
????_??6,20110131,20997.1,20877.6,Overall Index,1/30/2011
????_??6,20110201,21349.4,20997.1,Overall Index,1/31/2011
????_??6,20110205,21810.7,21349.4,Overall Index,2/1/2011
????_??6,20110206,21840,21810.7,Overall Index,2/5/2011
????_??6,20110207,21944.4,21840,Overall Index,2/6/2011
????_??6,20110208,21867.4,21944.4,Overall Index,2/7/2011
????_??6,20110209,21929,21867.4,Overall Index,2/8/2011
????_??6,20110212,22000.5,21929,Overall Index,2/9/2011
????_??6,20110213,22136.5,22000.5,Overall Index,2/12/2011
????_??6,20110214,22260.4,22136.5,Overall Index,2/13/2011
????_??6,20110215,22270.4,22260.4,Overall Index,2/14/2011
????_??6,20110216,22188.3,22270.4,Overall Index,2/15/2011
????_??6,20110219,22090.3,22188.3,Overall Index,2/16/2011
????_??6,20110220,21762.2,22090.3,Overall Index,2/19/2011
????_??6,20110222,21739.4,21762.2,Overall Index,2/20/2011
????_??6,20110223,21749.5,21739.4,Overall Index,2/22/2011
????_??6,20110226,21867.9,21749.5,Overall Index,2/23/2011
????_??6,20110227,21900.5,21867.9,Overall Index,2/26/2011
????_??6,20110228,21663.3,21900.5,Overall Index,2/27/2011
????_??6,20110301,21472.9,21663.3,Overall Index,2/28/2011
????_??6,20110302,21694,21472.9,Overall Index,3/1/2011
????_??6,20110305,21843.2,21694,Overall Index,3/2/2011
????_??6,20110306,21929.3,21843.2,Overall Index,3/5/2011
????_??6,20110307,21891.8,21929.3,Overall Index,3/6/2011
????_??6,20110308,22033.2,21891.8,Overall Index,3/7/2011
????_??6,20110309,22062.6,22033.2,Overall Index,3/8/2011
????_??6,20110312,21895.2,22062.6,Overall Index,3/9/2011
????_??6,20110313,22008.8,21895.2,Overall Index,3/12/2011
????_??6,20110314,22236.9,22008.8,Overall Index,3/13/2011
????_??6,20110315,22455.7,22236.9,Overall Index,3/14/2011
????_??6,20110316,22803.8,22455.7,Overall Index,3/15/2011
????_??6,20110319,23294.9,22803.8,Overall Index,3/16/2011
????_??6,20110326,23756.3,23294.9,Overall Index,3/19/2011
????_??6,20110327,24199.8,23756.3,Overall Index,3/26/2011
????_??6,20110328,24287.8,24199.8,Overall Index,3/27/2011
????_??6,20110329,24486.6,24287.8,Overall Index,3/28/2011
????_??6,20110330,24486,24486.6,Overall Index,3/29/2011
????_??6,20110403,24543.6,24486,Overall Index,3/30/2011
????_??6,20110404,25023.3,24543.6,Overall Index,4/3/2011
????_??6,20110405,25550.4,25023.3,Overall Index,4/4/2011
????_??6,20110406,25885.1,25550.4,Overall Index,4/5/2011
????_??6,20110409,26222.7,25885.1,Overall Index,4/6/2011
????_??6,20110410,26002.6,26222.7,Overall Index,4/9/2011
????_??6,20110411,26145.2,26002.6,Overall Index,4/10/2011
????_??6,20110412,26412.7,26145.2,Overall Index,4/11/2011
????_??6,20110413,26541.9,26412.7,Overall Index,4/12/2011
????_??6,20110416,26675.9,26541.9,Overall Index,4/13/2011
????_??6,20110417,26446.6,26675.9,Overall Index,4/16/2011
????_??6,20110418,26429.2,26446.6,Overall Index,4/17/2011
????_??6,20110419,26215.4,26429.2,Overall Index,4/18/2011
????_??6,20110420,26481.5,26215.4,Overall Index,4/19/2011
????_??6,20110423,26610.1,26481.5,Overall Index,4/20/2011
????_??6,20110424,26539.7,26610.1,Overall Index,4/23/2011
????_??6,20110425,26261.5,26539.7,Overall Index,4/24/2011
????_??6,20110426,26273.6,26261.5,Overall Index,4/25/2011
????_??6,20110427,25781.8,26273.6,Overall Index,4/26/2011
????_??6,20110430,25321.7,25781.8,Overall Index,4/27/2011
????_??6,20110501,24685.3,25321.7,Overall Index,4/30/2011
????_??6,20110502,25037.7,24685.3,Overall Index,5/1/2011
????_??6,20110503,25211.2,25037.7,Overall Index,5/2/2011
????_??6,20110504,25520.2,25211.2,Overall Index,5/3/2011
????_??6,20110508,25366.6,25520.2,Overall Index,5/4/2011
????_??6,20110509,25752.7,25366.6,Overall Index,5/8/2011
????_??6,20110510,26041.7,25752.7,Overall Index,5/9/2011
????_??6,20110511,26002.8,26041.7,Overall Index,5/10/2011
????_??6,20110514,26033.6,26002.8,Overall Index,5/11/2011
????_??6,20110515,25908.5,26033.6,Overall Index,5/14/2011
????_??6,20110516,25759.7,25908.5,Overall Index,5/15/2011
????_??6,20110517,25773.4,25759.7,Overall Index,5/16/2011
????_??6,20110518,25940.8,25773.4,Overall Index,5/17/2011
????_??6,20110521,26155.6,25940.8,Overall Index,5/18/2011
????_??6,20110522,26055.5,26155.6,Overall Index,5/21/2011
????_??6,20110523,26059.8,26055.5,Overall Index,5/22/2011
????_??6,20110524,25861.9,26059.8,Overall Index,5/23/2011
????_??6,20110525,25290.7,25861.9,Overall Index,5/24/2011
????_??6,20110528,25043.4,25290.7,Overall Index,5/25/2011
????_??6,20110529,24600.6,25043.4,Overall Index,5/28/2011
????_??6,20110530,24865.3,24600.6,Overall Index,5/29/2011
????_??6,20110531,25120.9,24865.3,Overall Index,5/30/2011
